cibil_score,annual_income,employment_years,loan_amount,loan_term_months,residential_assets,commercial_assets,existing_liabilities,loan_status
392,2700114,27.8,3669495,36,7800360,2200101,1097402,0
469,3127255,19.8,3383968,60,2093330,233947,2200479,1
418,4367548,5.9,2528751,12,6670881,3989964,2029884,0
537,4240722,2.6,3429803,120,806724,1767295,9570,1
475,726348,7.0,175545,120,4814314,2546583,2265921,1
497,3059558,28.9,3278191,60,5887395,2248191,576244,0
618,2028514,28.9,2068448,12,4032990,1428772,557584,0
413,4037179,11.5,3835787,48,847532,840956,1630850,1
830,2628629,9.8,388905,120,991370,4768007,723135,0
737,4958448,15.3,3723717,12,4846501,597422,2888919,0
757,2275161,8.8,2316315,84,6901032,4720221,438757,0
401,3459733,29.4,460222,84,4775579,565994,454932,0
725,721215,6.6,2060399,12,806676,478107,2282076,1
802,4675329,11.1,196620,24,6284029,4515212,859732,0
405,936935,12.9,377241,84,3673483,4730407,2143206,0
751,2016184,3.8,2150223,120,597037,4476451,2044448,0
514,4220563,11.5,3272650,84,2943223,3877412,567161,0
773,4843612,25.7,477392,48,1623290,2463154,1739692,0
587,2525044,4.2,1086153,60,7891216,533220,1610624,0
782,2526661,17.5,1595741,48,7276499,2957855,283797,0
388,433867,12.2,2188863,60,848574,2596626,2292718,1
533,4898592,5.1,52859,84,4577895,3678216,2572202,0
464,279158,0.4,2574204,12,56461,174756,2841086,1
449,325213,8.2,2016605,24,3661522,386651,263698,1
485,2472682,1.9,3851103,12,1247314,2944285,535568,1
529,217438,11.3,1240272,84,5981410,4276117,2475283,0
376,989018,24.3,2000556,84,576501,4665939,912989,0
724,3213056,21.6,372378,12,7220244,2843939,1876614,0
630,3584605,28.4,3673398,12,1849168,1841049,1045019,1
798,1631232,12.8,3343809,24,2104077,2360159,652743,1
723,4017553,21.2,1451686,24,7086044,2543126,1874932,0
389,3117034,20.0,1868919,48,7211805,3095477,616569,0
342,1295824,6.5,3436877,48,767898,1137801,409256,1
554,3619727,9.1,1216865,36,869557,1943817,1591355,1
589,3042449,15.9,981513,24,6827469,2704731,580287,0
444,4098141,23.9,1005777,60,7821465,4253910,576753,0
770,941334,13.9,2844545,84,3909903,4012874,2341311,1
649,1308102,6.8,883713,60,1318814,3769059,1586205,0
749,1657197,29.8,400017,84,1221233,1076291,1626161,0
365,1838791,3.5,703534,120,2129891,2032692,430237,0
789,4466219,28.7,3944899,84,5483061,2767434,481158,0
423,3716199,24.3,3497756,60,772751,4838538,1172211,1
569,2811671,25.2,3818049,12,5131742,1773216,1165298,0
564,2794178,23.8,1145349,36,6429412,4591745,1354885,0
793,4452266,6.2,1796744,36,1149233,3739361,403482,0
466,2344615,19.0,1988542,60,7873857,3168932,2695308,0
444,1281189,22.7,2119544,84,7899344,3510194,1088070,0
504,857115,22.4,155891,60,2375812,3965410,2448675,0
516,1784117,8.1,2411211,36,897213,3493948,1200598,1
409,3335808,5.4,203184,84,2604896,3362954,1416526,0
405,2460570,9.8,1136398,60,2066809,1889016,336331,0
439,2224556,14.4,1204809,84,2231839,2139395,2030042,0
580,2504384,17.2,2714162,60,7399313,2996397,179500,0
506,4879399,25.1,3591155,60,1238624,4217759,2243627,0
535,4988711,23.1,2809320,36,2536165,3255426,2644806,0
732,974203,20.3,1770044,36,6299554,4939175,1084850,0
444,749337,7.9,2124052,24,460267,3404070,2662945,1
846,1372680,14.4,2073992,24,485758,2037855,2096389,1
751,4289433,10.1,633575,60,2415050,2876282,7736,0
404,2405673,7.0,3831388,36,7742194,3116557,608691,0
488,4345674,0.3,3680785,12,6715594,4334024,1923612,0
410,3304405,10.2,998177,12,7418525,1279625,2104968,0
463,2855353,7.7,504428,120,6911947,1243993,281037,0
519,1551271,17.2,701913,48,947512,1009364,2053905,0
378,1851378,1.9,2535230,60,3207935,279034,2430425,1
308,909045,8.1,166267,120,4236191,3375076,275670,0
563,2692285,1.3,457200,12,1332755,4812518,2638688,0
721,1545793,19.2,2610831,120,7942811,3068601,1599238,0
482,1603845,17.0,627097,60,4824563,303668,1849846,1
817,389825,10.1,321754,60,6820954,1823394,151692,0
521,4035716,4.4,131126,48,2069111,4514779,1839466,0
841,4708456,28.7,2837848,60,5721070,259059,1363421,0
441,2591740,17.5,1485288,24,847316,3061425,1114444,0
624,2772955,20.4,1173640,36,179687,2203219,2340951,0
758,4644043,15.9,2576351,120,5124991,4593702,748407,0
335,2655117,24.2,723567,24,547019,2565948,179991,0
858,3188919,26.9,2110100,84,2209413,2824770,1497812,0
519,2254857,11.5,1961184,120,6352137,3611241,2231170,1
599,2668733,20.7,2714430,60,3981594,4105044,401151,0
677,2704948,6.9,2514471,36,3011559,2577767,2953990,0
686,3613133,19.6,2716325,84,2323915,3606452,2016675,0
314,3100100,12.0,891870,84,5347455,4026807,2802194,0
821,2618878,0.2,603686,48,7635464,2625561,1410261,0
674,564040,28.7,2158616,12,5913453,3580545,369584,0
900,4541631,26.1,276482,48,2871326,1816618,532804,0
583,4463738,8.7,1844416,48,3377473,1775089,1501941,0
668,1085340,29.9,2520165,24,824588,14295,1764943,0
565,1607896,9.5,3292941,36,1147054,3346873,2202416,1
834,4872074,13.8,2630236,24,2145489,1254526,2385984,0
800,1741099,25.5,3978935,60,3093556,4069413,2288199,0
846,4098515,9.1,2248980,48,7921194,4758834,1766398,0
603,3971593,13.5,1812431,84,6968388,4379325,54153,0
775,4331520,20.0,1020761,48,904252,1377309,1588984,0
515,276803,3.9,2708841,60,2648686,3259329,2458274,1
577,2517958,12.7,3252523,84,450567,3759262,2543153,1
756,2914454,9.3,1317846,24,501195,2530512,2503362,0
348,4218568,20.3,348959,48,2998158,2542488,32266,0
727,1277442,4.1,91399,84,7673052,2189636,1305939,0
309,1672515,7.0,2547632,60,1481073,1542572,1850243,1
648,1063523,21.3,2668986,24,5445415,2866349,742525,0
586,3857352,4.7,525625,84,3141042,4955468,1229076,0
581,4994589,12.7,139282,24,4326854,1094742,292093,0
597,874160,21.4,2635069,120,6954010,234871,580698,0
595,1318954,23.0,1621122,60,6632859,281210,17367,0
544,1673849,2.8,1700017,36,6625686,2910386,2938734,0
571,4467345,25.6,1086771,24,3289285,1349871,2579130,0
641,2339517,21.7,2886507,120,388638,2307591,1211441,0
758,1553289,10.2,2991347,48,7880927,4753260,12984,0
631,1747134,22.9,256159,84,7951933,382632,1005788,0
686,3070973,21.8,402045,84,6860585,873176,1302194,0
802,2057682,18.0,2242578,12,3817994,1070481,507025,0
894,873967,16.8,2432392,60,2244358,2285181,1985054,0
365,4136503,22.0,622267,36,1396726,3471210,2993298,0
728,2226720,30.0,674514,120,2968384,916441,2531743,0
435,1432044,17.4,2745408,24,2675386,541643,2568154,1
418,3696483,24.3,1846104,12,2205943,428996,2492806,1
776,3777350,22.3,523824,60,7602088,4005126,209917,0
341,944175,25.7,2457635,48,5274727,147905,1654463,1
809,553818,28.6,340654,48,1784233,3125305,1697262,0
763,417987,5.8,960967,24,5114656,2891545,302777,0
897,3875548,5.0,2866835,48,5640262,504288,442203,0
701,3203559,17.6,928419,120,4180047,2762642,1695633,0
824,4001712,13.5,300951,84,7573594,1434073,2147344,0
371,3206752,17.1,3841970,120,7726723,2574863,627320,0
834,2128154,23.9,936896,36,3457225,685889,1452250,0
396,3029874,28.0,2083758,120,3778202,3339199,225616,0
488,3667894,12.5,3307704,36,1736548,3988007,331167,0
377,2114455,21.5,3960159,120,6269779,15798,1740675,1
541,4592665,5.9,3248269,120,7448680,2664798,1671117,0
750,4518110,16.0,1391621,24,5264761,3237444,2250258,0
461,4043423,0.7,3423797,120,1608544,14149,2732027,1
794,4962881,15.1,100308,60,4145480,3620183,569997,0
664,2074143,16.4,1338094,84,6356556,2714518,1023584,0
677,747708,22.1,837696,60,336760,1531373,2567624,1
864,2524225,19.5,2135790,24,4721653,2414018,152416,0
559,3780271,10.8,3571833,120,5259960,3410631,2484843,1
507,3940916,0.2,3104722,12,4294014,3215382,2835622,1
897,2064894,3.5,3993317,84,5140761,3883290,299837,0
634,1604454,29.2,591092,24,7167001,174220,425397,0
669,2338269,27.7,3021174,84,998992,3936696,2052787,1
478,4058637,9.8,2911344,36,4565645,177128,1425156,0
429,490862,7.8,1853061,24,6367320,3250243,2962777,0
402,1774741,13.1,435071,24,6575610,1746840,1634031,0
434,1303424,20.7,462746,36,3735953,318453,1965307,1
417,4068755,10.7,3657340,120,7979188,3442691,711262,0
748,2454358,2.0,1216136,84,2593168,2762942,973462,0
334,616642,12.1,2567375,60,3525352,3332791,532254,0
678,1456577,7.8,3784944,60,6591675,1879749,440612,0
870,413107,9.7,1998556,36,3514350,1391318,339416,0
760,2482669,4.9,879207,120,2746968,3123304,2678286,0
542,4988843,19.8,1964681,24,4446052,1080337,209865,0
335,2922711,15.8,956437,120,4974806,4060639,1549397,0
801,4373395,8.1,766380,36,7759740,3415628,1524380,0
301,3764444,16.6,3253407,36,4943319,4998800,167710,0
709,4437668,14.8,1416373,48,1482622,135563,2526063,0
703,1692875,23.9,2754981,84,422447,2928018,1502083,1
415,4766144,28.7,2922139,60,7738807,2783917,380276,0
744,1345484,3.9,2220219,84,3382669,4287684,386128,0
405,2303918,26.5,2186727,12,1612122,2120493,2101857,1
435,3470115,21.1,763095,24,1782230,4682170,1859057,0
788,1576810,20.8,2140760,84,848867,1195434,1237862,1
888,1469391,11.2,3018537,120,1596565,4271115,1215469,1
459,824120,10.3,821221,12,6242088,2601490,105672,0
853,220170,0.2,966491,120,5239695,4719485,95557,0
848,2605804,29.5,2776931,24,4798613,1085838,1607917,0
762,4936439,18.2,3928108,120,91279,1301040,1090971,0
384,1256232,12.1,1598534,120,5378870,2821608,756025,1
479,2312766,16.3,3321881,60,7752632,2759026,1137298,0
707,4690645,1.2,771875,24,7385972,744869,1815762,0
900,3907096,5.2,2300387,84,3163128,3256892,879616,0
789,219215,18.7,3777950,12,4802187,2028464,1047969,1
552,2602862,15.4,1794150,36,2390428,756346,848378,1
441,887344,23.6,2051855,60,7108832,2552132,1999357,0
877,1385692,19.8,662604,12,7359796,3489089,164364,0
466,1383084,18.0,2135745,36,1785312,158505,2755511,1
505,3139891,24.5,2363280,84,3893377,4601806,1663527,1
879,1154992,2.0,3926420,12,1889949,3053586,733633,1
637,1408958,20.7,843790,36,4914602,1302093,2278390,0
459,1283736,21.5,1497304,12,2342933,3751577,2819522,1
303,1913051,8.3,2606650,60,5566806,4218080,174630,0
558,3349029,5.9,3774932,12,7851861,4780368,612926,0
892,2119841,6.4,989611,24,6971291,3952044,431749,0
559,1772058,5.9,2794955,48,1457770,1015631,212084,1
720,2684492,15.7,3523403,24,1037936,818251,2216133,1
452,3152117,4.1,2550728,24,6517383,1043477,578103,0
766,273723,19.8,1735890,84,653225,4377905,1150618,0
766,4473238,3.2,975952,84,3201711,1524154,2444750,0
665,4598868,0.8,1187793,12,7949687,1651641,1835287,0
763,3092273,9.6,254434,120,3584997,4453821,2032669,0
647,2958092,5.8,650494,48,71070,1021026,293097,0
527,3533758,29.7,1779246,24,7802514,2034286,2912503,0
743,2316152,9.1,604969,120,5665558,1481817,248153,0
801,1954416,6.7,90175,36,2645440,1508969,2129482,0
805,1892915,5.9,2786106,36,4888523,2978147,1918354,0
428,966744,11.2,330459,24,4898066,3705904,1237894,0
706,4237610,18.2,607400,120,4420408,1326035,2514377,0
302,1738803,23.5,2401541,36,7687395,189950,2677293,0
643,1565125,10.9,3691206,60,6286624,3196991,210828,1
643,4828557,18.8,2911664,24,2072125,2744073,2874386,0
518,2632192,14.5,178464,120,7939784,3295359,723360,0
897,3184695,25.4,713396,84,7700098,2250950,2374965,0
830,1378137,17.1,2974433,48,375086,3883915,2462232,1
323,1532053,8.7,2943377,36,2377825,3124291,1669919,1
425,3696027,21.1,1594553,60,4916244,3788001,2589842,0
425,2364393,24.6,3801417,48,7026807,3655499,2477298,1
839,909174,14.0,3559460,120,5734222,2483902,1567893,0
611,4210463,29.6,2985546,60,4592366,1624942,537134,0
738,2133254,26.4,3005491,12,2447514,2910875,1303695,0
786,3408529,5.9,3149625,84,773334,3182086,2701050,1
761,1838118,23.6,636307,24,7142891,2857854,608127,0
353,2891134,18.0,2817815,36,4261008,2621644,2998677,1
384,3923026,16.0,3762621,48,3655943,1714836,545114,1
537,4448782,15.4,937713,24,7839932,669839,1995421,0
503,1195254,25.6,107857,120,1315827,2137929,1922958,0
748,3427710,18.3,1475515,120,2031790,4408631,587667,0
393,4590269,16.1,1114979,24,6835263,3583370,1416920,0
523,3285103,1.5,3799605,36,2274841,3772951,433310,0
442,886831,13.4,1811247,36,7543405,3684364,1094310,0
413,1110887,27.2,2661782,60,6862909,4608271,2878244,0
403,1173451,21.4,3928672,60,796119,1130593,162864,1
417,710665,1.5,3166648,60,3661815,3602023,2614059,1
639,3817917,26.5,3008846,12,6013447,347598,2032538,0
546,4832683,24.8,3876344,48,3916763,1224033,2246037,1
561,2681022,16.4,2770962,24,1720113,147038,846363,1
588,3074520,0.7,964176,24,360333,2152631,2847358,1
745,3913762,16.9,2920779,84,53777,703633,760221,0
817,2195280,1.6,1320662,12,1426231,1934342,1510211,0
616,2467797,9.6,1357142,12,2084910,673131,110374,0
685,3027300,18.9,2596967,48,2414857,179109,2663240,1
743,1662286,27.4,1296182,84,6839279,2387618,2113621,0
714,496697,10.7,146212,48,4068993,2052741,488461,0
380,2925311,25.8,3998267,24,1129471,2085275,1986303,1
890,4146211,27.6,2306315,84,665911,1727847,548429,0
399,551495,0.6,2696536,36,1045351,2046376,1333228,1
547,1239898,7.2,3244319,60,2507901,19618,1537029,1
692,1462362,21.3,2556356,24,5912382,2390171,2793852,1
542,4061821,22.7,2461251,120,396011,4235617,997529,0
446,2622077,11.8,3177767,24,3250877,697671,38441,1
854,2765017,19.7,1216803,120,3580798,719372,1297558,0
342,3297263,18.4,3322353,36,1187888,3900135,2779653,1
447,1527545,22.2,2910211,84,468924,2504761,2394591,1
896,3625019,21.6,769345,48,1840003,1285983,177219,0
738,345007,2.6,626825,12,1214531,3923389,160222,0
352,745852,4.7,3524777,12,6356816,1624926,2270491,1
753,4116000,4.0,3584356,36,7333475,3022407,2162532,0
882,3359388,28.0,3974645,24,4986150,2780056,1671629,0
358,1047008,27.4,448614,60,6068266,846756,264687,0
548,2306024,23.9,3587695,12,6087430,3775005,840169,0
581,448664,3.5,3460790,60,7020914,3091056,2542503,1
378,3424877,17.2,3081997,24,782186,1042429,418355,1
420,3828213,5.6,2016347,24,7976393,3787985,605699,0
404,1536318,11.1,2058602,36,3664834,3102580,1356571,1
411,1880207,8.0,1743156,60,4343968,4273823,2204817,1
542,1336726,24.9,165576,36,6376850,4100693,2484781,0
578,2068803,4.3,2027614,36,3950297,1593269,1775638,0
443,1507107,19.4,986783,36,2126342,4683602,1477473,0
473,1385924,29.5,840815,36,152169,169607,1156866,1
415,2264989,20.6,270847,36,1353511,1670713,131122,0
778,4324057,2.4,1857858,84,675016,3039741,802609,0
427,3861122,27.2,239124,60,3054271,2673618,644244,0
845,1627182,19.3,3406394,36,6231190,1128842,172378,0
623,4725663,13.7,3563528,84,2667040,997611,2235236,1
782,1208924,19.8,3213774,48,4778434,3904476,1060140,0
682,4571555,26.4,1238900,120,1483782,4380406,1528786,0
459,1684398,14.3,694041,48,4722335,3399409,601586,0
661,2793267,15.9,2043374,24,7631560,2651073,1773705,0
464,1175118,13.6,2710013,48,2523144,3865935,407737,0
371,3857720,2.2,131325,84,3864787,1200223,2033191,0
453,1724745,23.6,3434508,24,7703811,4837656,2215495,1
465,4388341,3.8,1782343,24,4864611,624869,934291,0
381,598093,11.8,3288082,60,3193339,2922737,637545,1
314,2609608,11.6,357977,120,968855,1705346,2340453,0
867,960944,8.4,1731248,36,7498606,4521568,669474,0
608,4466993,12.1,1860352,48,4880281,1224203,534658,0
541,2201854,18.5,239966,60,455945,3209467,1021444,0
858,3437476,9.3,2844403,60,4442582,781251,2899700,0
435,4421441,5.2,3728120,24,7747520,908721,1387959,1
542,2771058,26.1,2185361,36,7455435,2081378,788020,0
808,474995,29.1,1613746,120,1566124,3996541,1541138,0
679,1259465,13.8,2562405,120,3298534,1390503,1045195,0
539,1220838,9.8,1475858,84,7891350,3468493,1993639,0
453,4588080,1.4,1471043,12,6256497,2856377,1316536,0
321,4560060,1.1,3050084,36,4480756,4889699,1765566,0
351,2489408,11.8,2384062,12,2433448,1503647,1308972,1
397,4472071,27.9,1092690,36,6102672,1217160,1445052,0
772,1380875,21.9,1659389,120,4631523,4513030,1341466,0
684,3461364,10.5,3347255,36,4191670,1665627,1181821,0
560,2081284,29.0,2138428,24,7415764,1073267,2891362,0
770,1354273,12.9,350403,84,3018502,4107455,797358,0
396,1400053,8.3,3435220,84,5000571,4064069,2416251,1
426,2215091,12.8,2975809,60,348478,314448,2129828,1
536,1830359,6.3,1104187,84,5689270,4280344,1583893,0
851,1213860,26.6,3864869,60,4377712,3165999,952504,0
669,1803900,10.8,3809778,60,7007877,1394352,1451481,0
811,817224,19.7,3983287,120,2663331,2677380,2548745,1
449,4854418,11.7,1542323,36,7403395,1193230,545836,0
809,2023992,27.1,3699028,48,4605240,844109,1758487,1
343,715434,19.3,3235253,48,1666199,661824,2294552,1
436,2963944,14.6,3489512,60,1282914,825608,1901833,1
614,4438978,4.0,2211008,48,1566704,2914181,432463,0
330,1927677,27.1,1151577,48,2415846,4050988,1526371,0
815,4257162,16.4,945802,24,4403809,2432250,549023,0
821,3131958,8.6,3868261,60,6946004,77225,2785669,1
625,3748406,26.3,2034645,12,7964132,2143687,1055210,0
483,1622023,1.6,3715192,48,5425748,3734207,1264787,1
359,377286,9.4,2241093,36,3921219,4176399,2572500,1
671,1860082,16.1,2160771,84,4906456,3663336,1280905,1
623,4637397,10.2,339317,48,2647240,1847120,581821,0
756,3995234,14.3,1638207,12,1959041,3248400,2679044,0
662,3963976,7.9,2246826,48,4298090,341924,1943981,0
377,4415911,3.9,481605,24,6620346,2047588,1814721,0
373,1991678,1.1,690018,36,515166,2684176,226752,1
769,1745763,4.7,2383005,36,886921,141603,1347446,0
395,4640933,28.6,1030147,24,1417654,71746,1377931,0
864,2943276,17.3,2817157,120,1679453,4008884,786453,0
363,1630204,14.7,1868623,24,1191363,1101361,1693367,1
737,1535179,11.5,1645786,48,1041455,628536,735133,1
886,4410940,21.3,513665,84,223324,2960271,1412825,0
565,456006,4.2,1653817,36,2786686,1403937,2404303,1
334,496128,8.3,2191742,120,5777699,4896903,2205827,1
826,3741715,19.7,2314580,36,1255878,4733915,838398,0
412,206480,14.4,1117242,120,2603796,4119722,622596,0
617,1020816,23.1,159747,48,7786025,1509305,17213,0
891,4955038,26.9,3742508,12,1348290,4377071,1036658,0
747,2243420,24.7,3833571,120,7898251,1275696,58381,0
327,3692784,5.5,3621282,120,4097950,1198018,384707,1
793,2537818,2.7,1195127,120,5793326,4866853,2935208,0
396,634742,5.1,2430257,12,2587555,3370805,2567001,1
750,1085463,23.5,606519,84,2596590,429661,1679514,0
673,3853276,27.4,3626958,36,3144142,4432807,2323630,1
473,653865,27.8,71679,84,1023469,803452,1467074,1
554,3054160,8.9,1909144,120,2524254,3406304,1803943,1
370,1870462,25.2,3434722,24,7154648,2191588,2753629,1
893,1977426,16.1,2915967,36,31868,87439,235833,0
443,4770973,24.7,3459669,24,4576809,3938366,1055062,0
485,3108490,16.5,2010665,36,5506631,3433167,357104,0
602,3152651,4.4,426461,60,1130962,4421795,2384993,0
704,1881712,2.4,80931,36,885523,3059025,2467738,0
603,2030769,28.7,651353,60,4420005,3778179,2165430,0
603,3491700,12.8,277293,60,1753139,4530118,1826810,0
650,386771,10.5,1819214,24,7824510,4880876,1431289,0
815,1339049,10.7,249672,12,1522536,2803197,70510,0
537,3081312,11.4,783531,84,1047333,84230,2323896,1
800,3192974,28.3,1706678,24,2650938,1729294,2681969,0
772,642836,1.9,2956494,24,2655514,3097533,2897336,1
877,3981567,3.6,2713225,60,1281581,548023,1025552,0
848,2804212,23.7,279257,24,5319947,581731,601822,0
779,1341025,16.5,3617991,24,2775617,1974243,1961987,1
448,3809363,3.9,2221352,36,4216425,4551814,52528,0
765,4956210,1.0,1428048,48,1946115,1608404,180792,0
742,2233210,6.7,1562027,84,771555,4676536,2464364,1
473,1560541,7.8,3401251,120,489720,4014897,2870535,1
707,1637175,0.4,1886539,84,422491,1515141,1210761,0
452,3044497,6.5,1021040,120,6964504,1155217,1523437,0
614,427444,22.1,1727791,48,2115513,4138543,1633208,0
778,2520460,25.7,320307,36,2444649,3780142,415463,0
413,318933,26.9,654978,84,4633916,3151378,667387,0
502,385185,11.7,1292591,36,762257,4890587,895319,0
777,2264127,9.6,920112,84,4805370,502444,2525367,0
572,3778468,30.0,1429723,120,4172211,1928927,1314378,0
877,4440058,23.1,305990,36,6331660,3013841,2163619,0
304,620649,16.1,2459723,60,986204,358855,583349,1
733,1371501,7.6,505378,84,136776,4880286,2860100,0
789,2223976,9.6,907021,84,6184746,2859012,2650306,0
851,2955467,15.5,3912685,24,2960444,1540470,1425756,1
394,4937842,16.3,73336,120,492623,1195686,676733,0
891,3484668,0.4,1155158,48,4450933,5703,2929696,0
535,2784132,28.8,2025751,12,3717088,2963214,2424369,0
511,491983,17.3,1262751,12,7607744,4883959,1532566,0
513,587910,17.7,1316093,84,7550611,181133,802644,0
683,934881,6.3,552070,36,4311644,2069917,1864266,0
696,3371787,22.9,1722446,12,1271752,3310449,1111106,0
584,1790128,22.1,3032899,48,5983235,2154664,2022382,1
342,1356527,2.9,2372252,60,1610949,3254649,2497389,1
892,3416447,17.8,3700365,12,6703915,3563061,1469314,0
433,4113758,19.7,2813823,36,4803719,4828006,144496,0
356,2307368,25.1,3169515,48,2835407,3021927,1688341,1
659,4432893,6.2,1755145,84,7838833,3549120,2575968,0
547,3724137,26.3,2469833,60,4114507,1509933,669921,0
669,3638080,13.8,2333705,12,3086686,754180,2878164,1
826,4364470,2.9,3262270,60,1511909,499889,1087089,0
358,1082279,3.2,2029303,120,5189161,546769,2052356,1
470,3840187,5.9,1646709,12,2159174,4136813,2105980,0
610,4797138,8.5,326707,120,1218536,203120,546238,0
773,4962787,14.9,3445015,12,946659,2416886,116966,0
660,2974610,22.5,1770356,60,5131177,3066841,2846313,0
530,3820933,5.6,3204150,36,7368754,3362372,2101240,0
666,4465313,29.8,2728592,84,2021296,330087,1893926,0
888,4290460,4.8,56812,84,1738798,4302524,911327,0
588,4509402,18.0,2622823,84,4906301,2186690,324274,0
831,4195359,27.9,1976787,120,1143628,88611,815507,0
768,2030290,25.0,997101,84,709289,663814,1643177,0
481,3705276,19.4,1095235,36,5100023,4296927,2080466,0
449,2170103,21.5,2569924,48,4199752,4715717,957141,0
762,4048649,4.0,390620,84,228976,3758977,644835,0
424,4089167,0.3,2444928,24,1899240,1666755,748551,0
502,4686480,13.0,3392475,60,1587177,4734109,2885051,1
441,3023933,2.7,393038,48,5453670,1378655,1891574,0
664,2480995,10.7,81401,120,5325591,1167954,2972038,0
476,994614,6.7,289376,12,5981359,3824700,18829,0
695,3263778,27.5,2934146,12,794339,1612112,1374301,1
861,2918743,26.4,3398768,12,6785141,2599868,1372180,0
798,2671711,24.6,3953359,48,1674499,3307394,1204255,1
869,3446359,21.4,163887,48,7939163,830480,1174752,0
314,4284978,4.6,1953978,60,6975345,4628965,237112,0
573,913625,1.5,240274,24,3674838,831681,96518,0
432,2270526,19.6,1516400,36,6285102,4963347,2334656,0
851,3667062,19.3,1266408,36,5364756,1386876,1321529,0
727,4134689,11.1,2443040,12,6189174,2083688,488172,0
492,3936266,14.2,3640538,84,147389,1266401,1042616,1
638,4036902,14.7,3228557,12,670718,2696148,2799144,1
663,4304180,7.2,301292,60,7240697,4120,1403081,0
597,4817054,9.4,998995,48,6251326,852755,2971779,0
585,3118714,12.6,1135852,120,4925945,2596848,484511,0
333,1394819,18.1,1040270,60,2498813,3469877,367229,1
571,2905003,28.7,1445276,48,3370760,4813787,1691431,0
509,3606174,16.2,2448353,60,3144445,4186852,2049018,0
791,683371,21.9,2971342,12,3474502,4608351,2943890,0
819,3833214,24.2,3762526,24,5026249,3993247,1397976,0
750,2812212,3.4,2826543,48,6063965,3882642,600500,0
318,4694137,19.6,1228838,120,3069357,1729215,1623438,0
805,1216764,14.5,777215,84,6667760,4525005,920895,0
538,4553132,17.2,1538181,36,723670,4816321,538724,0
550,2350422,1.2,3208629,24,6463230,2567812,265228,0
868,2952924,27.2,3973667,120,5411792,601733,2170563,0
821,3368014,28.6,1599564,48,4084677,213163,1928293,0
330,2979935,0.1,746077,12,3000491,2469850,499838,0
516,4538392,6.4,69563,24,2969173,3174209,1676643,0
750,1002998,5.4,354024,84,2883596,2772986,2655900,0
623,3703412,23.4,2565640,120,7564315,4481328,2454265,0
454,4879821,17.9,2379533,120,214350,2682569,1361924,1
615,1256568,5.3,2591132,12,5073596,3305032,171849,1
820,1424084,24.4,145854,84,7912410,3789454,1904604,0
434,2480055,10.6,1776025,12,4349227,4474327,1548625,0
748,3678734,13.8,762711,84,5113315,3048036,2765374,0
741,4803105,11.6,1379235,120,4786552,2787471,1659992,0
832,4019816,15.6,2507726,36,4046405,385647,2213819,0
479,4011290,14.4,1139106,24,5038932,3211757,1585314,0
429,2317834,8.2,2655074,60,7228409,899258,1622544,1
629,3297847,12.7,1192190,12,5704583,1843695,952307,0
619,1213730,27.3,2066180,60,6796327,2661195,1208033,0
546,2423117,15.1,1863436,36,4425478,413195,887790,0
768,1107010,27.5,1565805,36,6186870,3472738,1386405,0
780,330192,16.5,547848,84,7002843,1402660,2854576,0
447,4311181,23.1,2325981,120,1695580,2570873,1025019,1
778,4062699,8.8,3960869,36,6877714,1751233,1389779,1
438,2651631,23.7,2591374,36,5493245,1777539,2838552,1
544,269576,7.9,2995903,84,3538062,1968904,453651,1
316,632657,0.6,3223754,36,6193350,255672,758573,1
504,736494,4.8,200926,24,1348289,976855,1479512,0
876,3641694,0.6,3181366,120,5587320,3929405,1228039,0
565,1176760,28.4,1007740,120,4613246,609346,1023417,0
726,1400821,30.0,2675963,36,7104764,2485971,2334672,1
364,4333272,22.9,3936241,24,4965916,700189,1496651,1
681,4406695,3.2,3582219,24,4205651,2693946,1093025,0
523,3862657,27.0,1687000,60,4187037,3218404,1436897,0
747,1685944,22.3,3360200,36,4439040,2344791,2659833,0
857,2983701,10.0,2493473,60,7124623,3857529,2951856,0
619,1161300,15.1,576321,84,6281329,1326727,729218,0
361,4317946,19.9,997653,12,744162,1381867,120559,0
586,607320,0.7,3828884,120,4259235,2544818,94034,1
373,3773137,15.0,3665093,12,2299348,317503,1336205,1
570,2655349,22.0,3572382,12,1316102,1345377,1886253,1
336,3835867,5.6,1567626,84,6926319,3537995,153911,0
684,2363540,13.3,1317662,60,6859070,3890169,1524760,0
486,958984,16.0,3233734,120,7515307,1359364,1198914,1
421,3806299,22.1,129728,48,3151112,1290962,2799175,0
310,3229184,28.9,3595054,36,3407401,1492807,1810709,1
833,2430092,25.4,2435705,60,6224370,1396206,1269397,0
803,1989086,18.6,2549178,84,1541152,4967501,1759941,0
787,1850316,17.5,1781749,60,434529,3255542,406770,0
334,2509445,18.1,3918250,36,3362636,1929063,1425069,1
510,1455943,16.4,3010789,120,5033866,2309928,989236,1
883,1555338,1.8,262651,36,3649332,2553486,542954,0
647,1535104,20.9,2122169,36,1689681,2764938,1179635,0
377,260862,21.5,3445508,24,4156555,1932365,1916978,1
384,4653670,15.4,352137,36,7541130,4872126,1749396,0
458,1335447,26.1,2960639,24,2194824,1450955,2891851,1
884,992377,20.2,1016515,60,3200244,2136569,823501,0
401,925624,10.9,2050771,84,2501019,29253,2099010,1
842,4943247,0.6,3535969,48,2348560,2458012,1650940,0
707,2488366,1.8,1994710,120,5244701,4274432,2621481,0
